480	0.397879181
490	0.3926049
491	0.3920634
492	0.3915216
493	0.3910087
494	0.3904951
495	0.3899808
496	0.389468
497	0.3889809
498	0.3884931
499	0.3880046
500	0.3875167
501	0.3870438
502	0.3865703
503	0.3860963
504	0.385622
505	0.3851576
506	0.3846927
507	0.3842272
508	0.3837613
509	0.3833235
510	0.382889
511	0.3824543
512	0.3820195
513	0.3815844
514	0.3811489
515	0.3807128
516	0.3802761
517	0.3798581
518	0.3794663
519	0.379074
520	0.3786814
521	0.3782878
522	0.3778881
523	0.3774879
524	0.3770873
525	0.3766862
526	0.3763075
527	0.3759402
528	0.3755726
529	0.3752047
530	0.3748352
531	0.3744583
532	0.374081
533	0.3737033
534	0.3733252
535	0.3729631
536	0.3726115
537	0.3722595
538	0.3719073
539	0.3715547
540	0.3712199
541	0.3708855
542	0.3705508
543	0.3702158
544	0.369881
545	0.3695471
546	0.3692129
547	0.3688785
548	0.3685436
549	0.3682225
550	0.3679207
551	0.367619
552	0.3673172
553	0.3670155
554	0.3667089
555	0.3663977
556	0.3660862
557	0.3657746
558	0.3654628
559	0.365169
560	0.3648911
561	0.3646131
562	0.3643349
563	0.3640565
564	0.3637747
565	0.3634887
566	0.3632024
567	0.3629159
568	0.3626292
569	0.3623487
570	0.3620844
571	0.36182
572	0.3615555
573	0.3612907
574	0.361026
575	0.3607704
576	0.3605146
577	0.3602586
578	0.3600025
579	0.3597462
580	0.359491
581	0.3592364
582	0.3589817
583	0.3587267
584	0.3584716
585	0.3582201
586	0.3579844
587	0.3577486
588	0.3575126
589	0.3572764
590	0.3570401
591	0.3568114
592	0.3565874
593	0.3563632
594	0.3561389
595	0.3559145
596	0.35569
597	0.3554737
598	0.355258
599	0.355042
600	0.354826
601	0.3546098
602	0.3543944
603	0.3541831
604	0.3539717
605	0.3537602
606	0.3535486
607	0.3533368
608	0.3531254
609	0.3529152
610	0.3527049
611	0.3524945
612	0.352284
613	0.3520733
614	0.3518674
615	0.3516768
616	0.3514861
617	0.3512953
618	0.3511045
619	0.3509135
620	0.350721
621	0.3505159
622	0.3503107
623	0.3501053
624	0.3499101
625	0.3497151
626	0.3495199
627	0.349337
628	0.3491564
629	0.3489757
630	0.348798
631	0.3486219
632	0.3484457
633	0.3482715
634	0.3480999
635	0.3479282
636	0.3477568
637	0.3475871
638	0.3474173
639	0.3472474
640	0.3470733
641	0.3468989
642	0.3467244
643	0.3465438
644	0.3463594
645	0.3461749
646	0.3459932
647	0.345819
648	0.3456447
649	0.3454703
650	0.345303
651	0.3451364
652	0.3449698
653	0.3448105
654	0.3446596
655	0.3445087
656	0.344358
657	0.3442201
658	0.3440822
659	0.3439443
660	0.3437963
661	0.3436395
662	0.3434825
663	0.3433256
664	0.3431707
665	0.3430158
666	0.3428608
667	0.3427087
668	0.3425605
669	0.3424122
670	0.3422638
671	0.3421168
672	0.34197
673	0.3418231
674	0.3416777
675	0.3415382
676	0.3413987
677	0.3412591
678	0.3411256
679	0.3409978
680	0.34087
681	0.3407422
682	0.3406219
683	0.3405035
684	0.340385
685	0.3402666
686	0.3401496
687	0.3400325
688	0.3399155
689	0.339798
690	0.3396795
691	0.3395609
692	0.3394423
693	0.3393231
694	0.339203
695	0.3390829
696	0.3389627
697	0.3388406
698	0.3387164
699	0.3385921
700	0.3384679
701	0.3383472
702	0.3382295
