5.000000000000000000e+02	3.874596349086541380e+01
5.010000000000000000e+02	3.870048967959371566e+01
5.020000000000000000e+02	3.865495454221306204e+01
5.030000000000000000e+02	3.860935797829809957e+01
5.040000000000000000e+02	3.856369988733685972e+01
5.050000000000000000e+02	3.851580150036274119e+01
5.060000000000000000e+02	3.846783536093501255e+01
5.070000000000000000e+02	3.841980135318896572e+01
5.080000000000000000e+02	3.837169936116060143e+01
5.090000000000000000e+02	3.832841193976720007e+01
5.100000000000000000e+02	3.828561259808977724e+01
5.110000000000000000e+02	3.824275945984014413e+01
5.120000000000000000e+02	3.819985244371878963e+01
5.130000000000000000e+02	3.815759126556806535e+01
5.140000000000000000e+02	3.811557807305533174e+01
5.150000000000000000e+02	3.807351324954179006e+01
5.160000000000000000e+02	3.803139671906233588e+01
5.170000000000000000e+02	3.799007227983685908e+01
5.180000000000000000e+02	3.794996533478025924e+01
5.190000000000000000e+02	3.790981152305750612e+01
5.200000000000000000e+02	3.786961077937679221e+01
5.210000000000000000e+02	3.782954202132800248e+01
5.220000000000000000e+02	3.779103929813070550e+01
5.230000000000000000e+02	3.775249354586567563e+01
5.240000000000000000e+02	3.771390470743969558e+01
5.250000000000000000e+02	3.767527272573020980e+01
5.260000000000000000e+02	3.763781952627273597e+01
5.270000000000000000e+02	3.760114127342049528e+01
5.280000000000000000e+02	3.756442414954068454e+01
5.290000000000000000e+02	3.752766810597110947e+01
5.300000000000000000e+02	3.749066856835717232e+01
5.310000000000000000e+02	3.745178683043647538e+01
5.320000000000000000e+02	3.741286156217479686e+01
5.330000000000000000e+02	3.737389270624027660e+01
5.340000000000000000e+02	3.733488020527646967e+01
5.350000000000000000e+02	3.729918464193681871e+01
5.360000000000000000e+02	3.726569506723717495e+01
5.370000000000000000e+02	3.723217334598593453e+01
5.380000000000000000e+02	3.719861944207035265e+01
5.390000000000000000e+02	3.716503331936584686e+01
5.400000000000000000e+02	3.713141494173630974e+01
5.410000000000000000e+02	3.709776427303459201e+01
5.420000000000000000e+02	3.706408127710236045e+01
5.430000000000000000e+02	3.703036591777085818e+01
5.440000000000000000e+02	3.699675884179085728e+01
5.450000000000000000e+02	3.696368286465157382e+01
5.460000000000000000e+02	3.693057575531820902e+01
5.470000000000000000e+02	3.689743747979887445e+01
5.480000000000000000e+02	3.686426800409308413e+01
5.490000000000000000e+02	3.683210404342329269e+01
5.500000000000000000e+02	3.680146722263401671e+01
5.510000000000000000e+02	3.677080379727647141e+01
5.520000000000000000e+02	3.674011374068117419e+01
5.530000000000000000e+02	3.670939702617341283e+01
5.540000000000000000e+02	3.667896119324085191e+01
5.550000000000000000e+02	3.664880700891240650e+01
5.560000000000000000e+02	3.661862714621081238e+01
5.570000000000000000e+02	3.658842158001267819e+01
5.580000000000000000e+02	3.655819028519066194e+01
5.590000000000000000e+02	3.652915736726934171e+01
5.600000000000000000e+02	3.650132580356326173e+01
5.610000000000000000e+02	3.647347244377851894e+01
5.620000000000000000e+02	3.644559726839482039e+01
5.630000000000000000e+02	3.641770025788957099e+01
5.640000000000000000e+02	3.638903659032115456e+01
5.650000000000000000e+02	3.635923173431337574e+01
5.660000000000000000e+02	3.632940196606544703e+01
5.670000000000000000e+02	3.629954726187514780e+01
5.680000000000000000e+02	3.626966759803808316e+01
5.690000000000000000e+02	3.624118116484869034e+01
5.700000000000000000e+02	3.621598362375425495e+01
5.710000000000000000e+02	3.619076834099350037e+01
5.720000000000000000e+02	3.616553530241358771e+01
5.730000000000000000e+02	3.614028449386129438e+01
5.740000000000000000e+02	3.611501590118273697e+01
5.750000000000000000e+02	3.608842457051918728e+01
5.760000000000000000e+02	3.606181354141877193e+01
5.770000000000000000e+02	3.603518279742102237e+01
5.780000000000000000e+02	3.600853232206520715e+01
5.790000000000000000e+02	3.598186209889043141e+01
5.800000000000000000e+02	3.595624009061469906e+01
5.810000000000000000e+02	3.593131232811882825e+01
5.820000000000000000e+02	3.590636732159040179e+01
5.830000000000000000e+02	3.588140505764650356e+01
5.840000000000000000e+02	3.585642552290450880e+01
5.850000000000000000e+02	3.583160731400847254e+01
5.860000000000000000e+02	3.580748697601649866e+01
5.870000000000000000e+02	3.578335054202979393e+01
5.880000000000000000e+02	3.575919800005052451e+01
5.890000000000000000e+02	3.573502933808138948e+01
5.900000000000000000e+02	3.571084454412594056e+01
5.910000000000000000e+02	3.568791774243943848e+01
5.920000000000000000e+02	3.566582637772495445e+01
5.930000000000000000e+02	3.564372155851857116e+01
5.940000000000000000e+02	3.562160327571404395e+01
5.950000000000000000e+02	3.559947152020583871e+01
5.960000000000000000e+02	3.557732628288909638e+01
5.970000000000000000e+02	3.555551150008690087e+01
5.980000000000000000e+02	3.553372187200089627e+01
5.990000000000000000e+02	3.551191919690009513e+01
6.000000000000000000e+02	3.549010346614544176e+01
6.010000000000000000e+02	3.546827467109871179e+01
6.020000000000000000e+02	3.544663504987883584e+01
6.030000000000000000e+02	3.542680383867840277e+01
6.040000000000000000e+02	3.540696184931099566e+01
6.050000000000000000e+02	3.538710907532476568e+01
6.060000000000000000e+02	3.536724551026856034e+01
6.070000000000000000e+02	3.534737114769186661e+01
6.080000000000000000e+02	3.532722629777308754e+01
6.090000000000000000e+02	3.530603102921950409e+01
6.100000000000000000e+02	3.528482348493064080e+01
6.110000000000000000e+02	3.526360365711246203e+01
6.120000000000000000e+02	3.524237153797196953e+01
6.130000000000000000e+02	3.522112711971738008e+01
6.140000000000000000e+02	3.520026186544137659e+01
6.150000000000000000e+02	3.518095147813691170e+01
6.160000000000000000e+02	3.516163093334002099e+01
6.170000000000000000e+02	3.514230022522218633e+01
6.180000000000000000e+02	3.512295934795577068e+01
